overview_date,portfolio_id,instrument_name,instrument_id,book_name,instrument_type,quantity,price,asset_value,exposure_value,portfolio_origem,nivel,portfolio_nav
2025-04-30,1270,MSFT US,1707,Risco >> Renda Variável Próprio,2,13888.0,395.26,31091796.66,31091796.66432,1270,0,1046430916.580000000
2025-04-30,1270,NC CASH PERENNE FUNDO DE INVESTIMENTO RENDA FIXA,1213,Caixa,3,162654358.6474932,1.10725649,180100094.24,180100094.2392245,1270,0,1046430916.580000000
2025-04-30,1270,NVDA US,1708,Risco >> Renda Variável Próprio,2,57436.0,108.92,35433582.54,35433582.535679996,1270,0,1046430916.580000000
2025-04-30,1270,Repo (LFT - 01/03/2028),1710,Caixa,16,0.0,16395.43567924,0.0,0.0,1270,0,1046430916.580000000
2025-04-30,1270,Repo (NTN-F - 01/01/2035),1436,Caixa,16,24093.0,803.15913221,19350512.97,19350512.97233553,1270,0,1046430916.580000000
2025-04-30,1270,SOJA3,228,Risco >> Renda Variável Próprio,2,4694551.0,10.33,48494711.83,48494711.83,1270,0,1046430916.580000000
2025-04-30,1270,SPY US,1845,Padrão,3,20000.0,554.54,62818291.2,62818291.2,1270,0,1046430916.580000000
2025-04-30,1270,WDOM25,1846,Padrão,5,-1311.0,5703.996,0.0,-74779387.56,1270,0,1046430916.580000000
2025-04-30,1270,WING25,1663,Caixa,5,0.0,124540.0,0.0,0.0,1270,0,1046430916.580000000
2025-04-30,1270,WINM25,1808,Padrão,5,-18816.0,137146.0,0.0,-516107827.2,1270,0,1046430916.580000000
2025-04-30,1273,BRL,1,Caixa,7,499.95,1.0,499.95,499.95,1273,0,43740055.340000000
2025-04-30,1273,CS CERES I DEB NORTE FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,1246,Risco >> Crédito,3,95344.00306765,3.1694427,302187.35,302187.3545115409,1273,0,43740055.340000000
2025-04-30,1273,CS CERES III DEB ASTER FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,1160,Risco >> Crédito,3,396573.96264688,0.8030322,318461.66,318461.66168704187,1273,0,43740055.340000000
2025-04-30,1273,CS CERES IV CENTRAL FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,1161,Risco >> Crédito,3,11271.11715001,999.6910385,11267634.81,11267634.808748657,1273,0,43740055.340000000
2025-04-30,1273,CSHG INFLATION 2030 FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,1244,Risco >> Crédito,3,5000000.0,1.1143613,5571806.5,5571806.5,1273,0,43740055.340000000
2025-04-30,1273,CSHG JIVE DISTRESSED ALLOCATION II FI EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO,1176,Risco >> Crédito,3,4093625.7796132,0.91225049,3734412.12,3734412.123328774,1273,0,43740055.340000000
2025-04-30,1273,CSHG JIVE DISTRESSED ALLOCATION III FIC FIM - CP,1281,Risco >> Crédito,3,18534459.4788367,0.9370973,17368591.93,17368591.93457728,1273,0,43740055.340000000
2025-04-30,1273,CSHG SOBERANO EXCLUSIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA REF DI,1214,Caixa,3,634513.48068,4.3314135,2748340.26,2748340.2561493414,1273,0,43740055.340000000
2025-04-30,1273,LFT - 01/09/2028,1276,Caixa,1,149.0,16417.978275,2446278.76,2446278.762975,1273,0,43740055.340000000
2025-04-30,1295,24D2962583,1355,Caixa,1,39257.000003,1145.21288579,44957622.26,44957622.260893665,1295,0,9204010396.520000000
2025-04-30,1295,BDIV11,1356,Risco >> Outros,3,22203.0,35.95,798197.85,798197.85,1295,0,9204010396.520000000
2025-04-30,1295,CRA019003V2,1323,Caixa,1,16500.0,1033.42802156,17051562.36,17051562.35574,1295,0,9204010396.520000000
2025-04-30,1295,BNY MELLON ARX LIQUIDEZ J FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI,1240,Caixa,3,374985.1382168258,1.61551094,605792.5956830052,605792.5931266942,1157,2,9204010396.520000000
2025-04-30,1295,BRL,1,Caixa,7,75.35235505229355,1.0,75.35235505229355,75.35235505229355,1157,2,9204010396.520000000
2025-04-30,1295,HY FI FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR - RESPONSABILIDADE LIMITADA,1409,Risco >> Crédito,3,23793451.64285398,1.07274105,25524212.295009404,25524212.298479404,1157,2,9204010396.520000000
2025-04-30,1295,JGP DESENVOLVIMENTO I FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,1239,Risco >> Crédito,3,15001.464274794653,1258.096121,18873284.013439234,18873284.013439234,1157,2,9204010396.520000000
2025-04-30,1295,JGP ESTRUTURADOS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,1238,Risco >> Crédito,3,11287.047088382937,925.38577953,10444872.868915364,10444872.86847506,1157,2,9204010396.520000000
2025-04-30,1295,LFT - 01/09/2027,1405,Caixa,1,22.50219641219198,16442.406115,369990.2493010039,369990.25188875647,1157,2,9204010396.520000000
2025-04-30,1295,VINCI SPS IV LOCAL FEEDER A FUNDO DE INVESTIMENTO  FINANCEIRO,1756,Risco >> Crédito,3,187.51830343493316,976.42911562,183098.33200686477,183098.33118553463,1157,2,9204010396.520000000
2025-04-30,1295,BRL,1,Caixa,7,16198299.929583592,1.0,16198299.929583592,16198299.929583592,1175,1,9204010396.520000000
2025-04-30,1295,CSHG SOBERANO EXCLUSIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA REF DI,1214,Caixa,3,1626640.0280081842,4.3314135,7045650.579818878,7045650.576955027,1175,1,9204010396.520000000
2025-04-30,1295,Flex knock_in_up_and_in 15 None,1776,Risco >> Renda Variável Próprio,15,-9449516.94779393,0.03026020119047619,-285944.28774286713,-285944.28399305884,1517,2,9204010396.520000000
2025-04-30,1295,HYPE3,118,Risco >> Renda Variável Próprio,2,32547136.214852393,24.12,785036925.5022397,785036925.5022397,1517,2,9204010396.520000000
2025-04-30,1295,TESOURO SELIC FI RF,1215,Padrão,3,2078765.2117609824,4.72084253,9813523.222566675,9813523.221565701,1517,2,9204010396.520000000
2025-04-30,1295,ES INVESTIMENTOS FUNDO DE INVESTIMENTO AÇÕES INVESTIMENTO NO EXTERIOR,1178,Risco >> Renda Variável Próprio,3,131213026.17978993,0.2107784,27656871.719289027,27656871.717334233,1175,1,9204010396.520000000
2025-04-30,1295,GERAÇÃO FUTURO II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,1288,Risco >> Renda Variável Terceiros,3,174122102.77640364,1.1031927,192090232.69506195,192090232.6915782,1175,1,9204010396.520000000
2025-04-30,1295,KONDOR KOBOLD FIC DE FI MULTIMERCADO I CRÉDITO PRIVADO,1226,Risco >> Crédito,3,3926280.3947815676,5.7289019,22493275.20942177,22493275.213596873,1175,1,9204010396.520000000
2025-04-30,1295,ELEVA EDUCAÇÃO III FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES - MULTIESTRATÉGIA,1224,Padrão,3,14813.459236657418,890.41563214,13190135.674694618,13190135.670388436,1676,2,9204010396.520000000
2025-04-30,1295,FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MISSION 1 MULTIESTRATÉGIA,1833,Caixa,3,2227499.988971475,0.94205763,2098433.359610494,2098433.360435494,1676,2,9204010396.520000000
2025-04-30,1295,GERA GROWTH FIP MULT,1712,Padrão,3,9.999999950489226,148.53355393,1485.3399926459667,1485.3355319459888,1676,2,9204010396.520000000
2025-04-30,1295,TESOURO SELIC FI RF,1215,Caixa,3,634068.2104768893,4.72084253,2993336.175179761,2993336.1749402904,1676,2,9204010396.520000000
2025-04-30,1295,AMZN US,1705,Risco >> Renda Variável Próprio,2,29403.99997944738,184.42,30714091.668531664,30714091.67005166,1270,2,9204010396.520000000
2025-04-30,1295,BOVA11,1402,Padrão,3,3874374.997291914,131.63,509983980.89353466,509983980.89353466,1270,2,9204010396.520000000
2025-04-30,1295,BRL,1,Caixa,7,424321.5597034104,1.0,424321.5597034104,424321.5597034104,1270,2,9204010396.520000000
2025-04-30,1295,DEXP3,392,Risco >> Renda Variável Próprio,2,3570499.997504315,8.04,28706819.979934692,28706819.979934692,1270,2,9204010396.520000000
2025-04-30,1295,DOLG25,1673,Padrão,5,0.0,5830.1,0.0,0.0,1270,2,9204010396.520000000
2025-04-30,1295,DOLM25,1816,Padrão,5,-324.9999997728336,5703.996,0.0,-92689934.9352122,1270,2,9204010396.520000000
2025-04-30,1295,GOOGL US,1704,Risco >> Renda Variável Próprio,2,35513.99997517665,158.8,31942825.77767281,31942825.78247281,1270,2,9204010396.520000000
2025-04-30,1295,INDM25,1809,Padrão,5,-779.9999994548007,137146.0,0.0,-106973879.92522809,1270,2,9204010396.520000000
2025-04-30,1295,LFT - 01/09/2027,1405,Caixa,1,1619.999998867663,16442.406115,26636697.89138165,26636697.88768165,1270,2,9204010396.520000000
2025-04-30,1295,META US,1706,Risco >> Renda Variável Próprio,2,10045.999992978112,549.0,31238398.638165183,31238398.63416519,1270,2,9204010396.520000000
2025-04-30,1295,MSFT US,1707,Risco >> Renda Variável Próprio,2,13887.999990292656,395.26,31091796.63826766,31091796.642587658,1270,2,9204010396.520000000
2025-04-30,1295,NC CASH PERENNE FUNDO DE INVESTIMENTO RENDA FIXA,1213,Caixa,3,162654358.53380212,1.10725649,180100094.11411482,180100094.1133393,1270,2,9204010396.520000000
2025-04-30,1295,NVDA US,1708,Risco >> Renda Variável Próprio,2,57435.999959853754,108.92,35433582.51523286,35433582.51091286,1270,2,9204010396.520000000
2025-04-30,1295,Repo (LFT - 01/03/2028),1710,Caixa,16,0.0,16395.43567924,0.0,0.0,1270,2,9204010396.520000000
2025-04-30,1295,Repo (NTN-F - 01/01/2035),1436,Caixa,16,24092.99998315963,803.15913221,19350512.9564745,19350512.95881003,1270,2,9204010396.520000000
2025-04-30,1295,SOJA3,228,Risco >> Renda Variável Próprio,2,4694550.996718633,10.33,48494711.79610348,48494711.79610348,1270,2,9204010396.520000000
2025-04-30,1295,SPY US,1845,Padrão,3,19999.999986020528,554.54,62818291.15609168,62818291.15609168,1270,2,9204010396.520000000
2025-04-30,1295,WDOM25,1846,Padrão,5,-1310.9999990836457,5703.996,0.0,-74779387.50773118,1270,2,9204010396.520000000
2025-04-30,1295,WING25,1663,Caixa,5,0.0,124540.0,0.0,0.0,1270,2,9204010396.520000000
2025-04-30,1295,WINM25,1808,Padrão,5,-18815.999986848114,137146.0,0.0,-516107826.83925426,1270,2,9204010396.520000000
2025-04-30,1295,Ravens Fundo de Investimento em Direitos Creditorios,1289,Risco >> Crédito,3,59612.87825835754,1069.19767352,63737950.7483615,63737950.74566687,1175,1,9204010396.520000000
2025-04-30,1295,ASSAY FI EM AÇÕES BDR NÍVEL I INVESTIMENTO NO EXTERIOR,1194,Risco >> Renda Variável Próprio,3,207269473.09266806,1.29658692,268742887.7229624,268742887.72724533,1695,2,9204010396.520000000
2025-04-30,1295,BRL,1,Caixa,7,7129256.994254357,1.0,7129256.994254357,7129256.994254357,1695,2,9204010396.520000000
2025-04-30,1295,ABSOLUTE PACE LONG BIASED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,1278,Risco >> Renda Variável Terceiros,3,15542518.43187622,3.21598235,49984464.9508766,49984464.9514636,1247,3,9204010396.520000000
2025-04-30,1295,ALPHA KEY AÇÕES FC FI,1629,Risco >> Renda Variável Terceiros,3,5656474.427783709,1.80482287,10208934.41271354,10208934.4108342,1247,3,9204010396.520000000
2025-04-30,1295,BRL,1,Caixa,7,452.5438427668261,1.0,452.5438427668261,452.5438427668261,1247,3,9204010396.520000000
2025-04-30,1295,CLASSE ÚNICA DE COTAS DO ASTER P FI EM AÇÕES RESPONSABILIDADE LIMITADA,1153,Risco >> Renda Variável Terceiros,3,17452912.01071103,1.1172513,19499288.636736684,19499288.63275251,1247,3,9204010396.520000000
2025-04-30,1295,CSHG ALLOCATION SPX FALCON FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM  AÇÕES,1171,Risco >> Renda Variável Terceiros,3,12795082.360172326,4.7543873,60832777.073295794,60832777.07565733,1247,3,9204010396.520000000
2025-04-30,1295,CSHG SOBERANO EXCLUSIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA REF DI,1214,Caixa,3,267926.5431644651,4.3314135,1160500.646007402,1160500.646070897,1247,3,9204010396.520000000
2025-04-30,1295,CSHG SOBERANO PRIVATE I FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA REF DI,1277,Caixa,3,882592.5892872205,4.1816412,3690685.536326715,3690685.5341781196,1247,3,9204010396.520000000
2025-04-30,1295,NORTE ASSET LONG BIAS PERENNE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,1195,Risco >> Renda Variável Terceiros,3,8707733.655661117,1.01879492,8871394.811780866,8871394.813100575,1247,3,9204010396.520000000
2025-04-30,1295,SOLANA EQUITY HEDGE XIII FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,1191,Padrão,3,0.0,99.9016369,0.0,0.0,1247,3,9204010396.520000000
2025-04-30,1295,SQUADRA UDINE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,1193,Risco >> Renda Variável Terceiros,3,19747.568752319472,1122.83739982,22173308.749868434,22173308.75062108,1247,3,9204010396.520000000
2025-04-30,1295,Repo (NTN-B - 15/08/2028),1362,Caixa,16,0.0,4312.92019465,0.0,0.0,1695,2,9204010396.520000000
2025-04-30,1295,Absolute Strategy Offshore Segregated Portfolio,1887,Risco >> Multimercado Terceiros,3,23999.998526617394,1000.0,135859191.65947574,135859191.65947574,1206,2,9204010396.520000000
2025-04-30,1295,BRL,1,Caixa,7,334.27997947823593,1.0,334.27997947823593,334.27997947823593,1206,2,9204010396.520000000
2025-04-30,1295,CSHG ALLOCATION ACE CAPITAL W FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,1200,Risco >> Multimercado Terceiros,3,5269579.677464521,1.6044821,8454946.270942852,8454946.267015597,1206,2,9204010396.520000000
2025-04-30,1295,CSHG SOBERANO EXCLUSIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA REF DI,1214,Caixa,3,1364813.8403527876,4.3314135,5911573.097082937,5911573.093090909,1206,2,9204010396.520000000
2025-04-30,1295,GENOA CAPITAL VESTAS III FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,1264,Risco >> Multimercado Terceiros,3,133688401.1529818,1.36349815,182283887.64941975,182283887.64854854,1206,2,9204010396.520000000
2025-04-30,1295,IBIUNA HEDGE ST PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO FINANCEIRO MULT,1199,Padrão,3,946170.1853443575,109.9212283,104004188.95508449,104004188.95389044,1206,2,9204010396.520000000
2025-04-30,1295,ITAÚ JANEIRO DISTRIBUIDORES FIF DA CLASSE DE INV EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA,1196,Risco >> Multimercado Terceiros,3,33427609.52783744,1.2503781,41797150.88403338,41797150.88895927,1206,2,9204010396.520000000
2025-04-30,1295,KAPITALO ZETA KPN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,1197,Padrão,3,41988746.33481108,1.2007261,50416983.63485369,50416983.630487,1206,2,9204010396.520000000
2025-04-30,1295,LEGACY CAPITAL ALPHA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,1265,Risco >> Multimercado Terceiros,3,70561497.09480523,1.07440615,75811706.43584765,75811706.43186587,1206,2,9204010396.520000000
2025-04-30,1295,LFT - 01/03/2027,1285,Caixa,1,1031.999936644548,16449.98036193,16976378.68780406,16976378.69131582,1206,2,9204010396.520000000
2025-04-30,1295,WDOM25,1846,Padrão,5,-2399.9998526617396,5703.996,0.0,-136895895.5958315,1206,2,9204010396.520000000
2025-04-30,1295,NTN-B  - 15/05/2029,1365,Padrão,1,38999.99987523949,4406.720046,171862081.24021533,171862081.24421534,1211,2,9204010396.520000000
2025-04-30,1295,NTN-B  - 15/08/2026,1280,Padrão,1,87376.99972048207,4390.191733,383601781.8228627,383601781.8272037,1211,2,9204010396.520000000
2025-04-30,1295,NTN-B  - 15/08/2028,1253,Padrão,1,146744.9995305646,4356.298797,639265064.924999,639265064.920764,1211,2,9204010396.520000000
2025-04-30,1295,NTN-C - 01/01/2031,1279,Padrão,1,199.9999993602025,8237.050345,1647410.0647299557,1647410.0637299556,1211,2,9204010396.520000000
2025-04-30,1295,NTN-F - 01/01/2031,1450,Padrão,1,521399.9983320479,887.7941,462895842.259202,462895842.259202,1211,2,9204010396.520000000
2025-04-30,1295,NTN-F - 01/01/2033,1381,Padrão,1,120799.99961356231,858.818415,103745264.19812019,103745264.2001202,1211,2,9204010396.520000000
2025-04-30,1295,NTN-F - 01/01/2035,1434,Padrão,1,63099.99979814389,831.058061,52439763.48224585,52439763.48134585,1211,2,9204010396.520000000
2025-04-30,1295,Repo (NTN-B - 15/08/2028),1362,Caixa,16,1092.9999965035067,4311.56982626,4712545.804924625,4712545.805026805,1211,2,9204010396.520000000
2025-04-30,1295,BRL,1,Caixa,7,499.999999933569,1.0,499.999999933569,499.999999933569,1203,1,9204010396.520000000
2025-04-30,1295,BTG 2664 FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,1158,Risco >> Multimercado Próprio,3,240966129.42334956,1.55879892,375617742.30009466,375617742.3016975,1203,1,9204010396.520000000
2025-04-30,1295,BRL,1,Caixa,7,499.9499662149969,1.0,499.9499662149969,499.9499662149969,1273,2,9204010396.520000000
2025-04-30,1295,CS CERES I DEB NORTE FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,1246,Risco >> Crédito,3,95343.99662461082,3.1694427,302187.32957915677,302187.3340906974,1273,2,9204010396.520000000
2025-04-30,1295,CS CERES III DEB ASTER FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,1160,Risco >> Crédito,3,396573.935847695,0.8030322,318461.6384793916,318461.64016643335,1273,2,9204010396.520000000
2025-04-30,1295,CS CERES IV CENTRAL FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,1161,Risco >> Crédito,3,11271.116388344379,999.6910385,11267634.048569703,11267634.04731836,1273,2,9204010396.520000000
2025-04-30,1295,CSHG INFLATION 2030 FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,1244,Risco >> Crédito,3,4999999.662116181,1.1143613,5571806.123475348,5571806.123475348,1273,2,9204010396.520000000
2025-04-30,1295,CSHG JIVE DISTRESSED ALLOCATION II FI EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO,1176,Risco >> Crédito,3,4093625.5029792176,0.91225049,3734411.867640514,3734411.8709692876,1273,2,9204010396.520000000
2025-04-30,1295,CSHG JIVE DISTRESSED ALLOCATION III FIC FIM - CP,1281,Risco >> Crédito,3,18534458.22633791,0.9370973,17368590.756286763,17368590.76086404,1273,2,9204010396.520000000
2025-04-30,1295,CSHG SOBERANO EXCLUSIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA REF DI,1214,Caixa,3,634513.4378016324,4.3314135,2748340.074276059,2748340.070425401,1273,2,9204010396.520000000
2025-04-30,1295,LFT - 01/09/2028,1276,Caixa,1,148.99998993106217,16417.978275,2446278.594688398,2446278.5976633974,1273,2,9204010396.520000000
2025-04-30,1295,CSHG SOBERANO EXCLUSIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA REF DI,1214,Caixa,3,1351516.0860204347,4.3314135,5853975.019222229,5853975.020456073,1203,1,9204010396.520000000
2025-04-30,1295,FIDC MULTISETORIAL MAXIMUM,1274,Caixa,3,32930.669837524765,16.10264063,530270.7399295472,530270.7420988418,1203,1,9204010396.520000000
2025-04-30,1295,LATACHE CRÉDITO ESTRUTURADO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,1188,Risco >> Crédito,3,8907060.082013879,2.09227006,18635975.127523985,18635975.132218786,1203,1,9204010396.520000000
2025-04-30,1295,NC CASH PERENNE FUNDO DE INVESTIMENTO RENDA FIXA,1213,Caixa,3,247686888.328015,1.10725649,274252914.5935622,274252914.5890999,1203,1,9204010396.520000000
2025-04-30,1295,ELEVA EDUCAÇÃO I FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES - MULTIESTRATÉGIA,1225,Risco >> Ilíquidos,3,9250.0000029,151.01436457,1396882.87,1396882.8727104417,1295,0,9204010396.520000000
2025-04-30,1295,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRADINHO,1231,Risco >> Crédito,3,51432.27777811,479.75169248,24674722.31,24674722.312149767,1295,0,9204010396.520000000
2025-04-30,1295,ITAÚ FLEXPREV PEDRA FIF MULT CRÉD PRIV - RESP LIMITADA,1184,Risco >> Outros,3,42493717.69,1.145365,48670816.96,48670816.96200685,1295,0,9204010396.520000000
2025-04-30,1295,KONDOR ALLOCATION MASTER FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,1187,Risco >> Multimercado Terceiros,3,264331.84227855,144.9525293,38315569.11,38315569.112804495,1295,0,9204010396.520000000
2025-04-30,1295,KYKLOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1222,Risco >> Crédito,3,1691.14336418,1801.82464728,3047143.8,3047143.795663541,1295,0,9204010396.520000000
2025-04-30,1295,LATACHE 1962 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1221,Risco >> Crédito,3,20500.0,1230.08874478,25216819.27,25216819.26799,1295,0,9204010396.520000000
2025-04-30,1295,LCA BB - 03/12/2027 A,1698,Caixa,1,185352.13195,1043.3662944,193390167.07,193390167.07181135,1295,0,9204010396.520000000
2025-04-30,1295,LCA BB - 03/12/2027 B,1699,Caixa,1,217000.0,1042.8987597,226309030.85,226309030.8549,1295,0,9204010396.520000000
2025-04-30,1295,LCA BB - 09/06/2025,1316,Caixa,1,75500.0,1228.55854681,92756170.28,92756170.284155,1295,0,9204010396.520000000
2025-04-30,1295,LCA BB - 10/09/2027,1547,Caixa,1,103000.0,1068.71777436,110077930.76,110077930.75908,1295,0,9204010396.520000000
2025-04-30,1295,LCA BB - 12/11/2027,1618,Caixa,1,90000.0,1050.47077648,94542369.88,94542369.8832,1295,0,9204010396.520000000
2025-04-30,1295,LCA BB - 14/07/2026,1322,Caixa,1,104000.0,1087.98112625,113150037.13,113150037.13,1295,0,9204010396.520000000
2025-04-30,1295,LCA BB - 14/10/2027,1601,Caixa,1,93000.0,1058.6195531,98451618.44,98451618.4383,1295,0,9204010396.520000000
2025-04-30,1295,LCA BB - 16/09/2027,1549,Caixa,1,49500.0,1067.02807277,52817889.6,52817889.602115,1295,0,9204010396.520000000
2025-04-30,1295,LCA BB - 18/08/2025,1318,Caixa,1,44569.046702,1193.9403806,53212784.58,53212784.58236506,1295,0,9204010396.520000000
2025-04-30,1295,LCA BB - 29/10/2027,1603,Caixa,1,106409.62612,1053.51349068,112103976.66,112103976.65563491,1295,0,9204010396.520000000
2025-04-30,1295,LCA BB - 30/05/2025,1315,Caixa,1,13697.953581,1237.27892175,16948189.24,16948189.23688123,1295,0,9204010396.520000000
2025-04-30,1295,LCA SANTANDER - 09/06/2025,1344,Caixa,1,31790.23006,1236.80791496,39318408.16,39318408.156607315,1295,0,9204010396.520000000
2025-04-30,1295,LCA SANTANDER - 26/06/2026,1346,Caixa,1,91000.0,1095.96221392,99732561.47,99732561.46672,1295,0,9204010396.520000000
2025-04-30,1295,LCI BRADESCO - 12/01/2026,1328,Caixa,1,995.86987,1144.19865869,1139472.97,1139472.9694837846,1295,0,9204010396.520000000
2025-04-30,1295,LCI BRADESCO - 25/01/2026,1407,Caixa,1,26500.0,1139.79403764,30204542.0,30204541.99746,1295,0,9204010396.520000000
2025-04-30,1295,LCI BRADESCO - 27/03/2026,1842,Caixa,1,140228.56107,1122.84616081,157455101.43,157455101.43336013,1295,0,9204010396.520000000
2025-04-30,1295,LCI BRADESCO - 30/12/2025,1327,Caixa,1,97739.976459,1149.02629289,112305802.82,112305802.81784064,1295,0,9204010396.520000000
2025-04-30,1295,LCI SANTANDER - 05/12/2025,1352,Caixa,1,22000.0,1159.14502338,25501190.51,25501190.51436,1295,0,9204010396.520000000
2025-04-30,1295,LCI SANTANDER - 15/12/2025,1353,Caixa,1,91000.0,1155.03730076,105108394.37,105108394.36916,1295,0,9204010396.520000000
2025-04-30,1295,LCI SANTANDER - 18/02/2026,1621,Caixa,1,90000.0,1050.57948933,94552154.04,94552154.0397,1295,0,9204010396.520000000
2025-04-30,1295,LCI SANTANDER - 27/11/2025,1350,Caixa,1,1000.0,1162.2505471,1162250.55,1162250.5471,1295,0,9204010396.520000000
2025-04-30,1295,LCI SANTANDER - 28/11/2025,1351,Caixa,1,27000.0,1161.73238262,31366774.33,31366774.33074,1295,0,9204010396.520000000
2025-04-30,1295,LIG ITAÚ 23/08/2027,1408,Caixa,1,115509480.0,1.40483087,162271283.28,162271283.2816476,1295,0,9204010396.520000000
2025-04-30,1295,LIG SANTANDER 02/03/2026,1537,Caixa,1,59585.0,1082.0889641,64476270.93,64476270.9258985,1295,0,9204010396.520000000
2025-04-30,1295,LIG SANTANDER 13/02/2026,1536,Caixa,1,71868.0,1082.0889641,77767569.67,77767569.6719388,1295,0,9204010396.520000000
2025-04-30,1295,LIG SANTANDER 21/11/2025,1533,Caixa,1,19612.7021,1086.34584459,21306177.43,21306177.42751657,1295,0,9204010396.520000000
2025-04-30,1295,LIG SANTANDER 23/02/2026,1538,Caixa,1,22152.2724,1082.0889641,23970729.49,23970729.49377702,1295,0,9204010396.520000000
2025-04-30,1295,ABEV3,350,Padrão,2,105251.57782929247,14.57,1533515.4889727912,1533515.4889727912,1210,1,9204010396.520000000
2025-04-30,1295,ACCESS SPX THUNDERBOLT 2 FI EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,1261,Padrão,3,1528180.459212102,1.2218395,1867191.2502331533,1867191.2481934854,1210,1,9204010396.520000000
2025-04-30,1295,BRL,1,Caixa,7,291589.02583361993,1.0,291589.02583361993,291589.02583361993,1210,1,9204010396.520000000
2025-04-30,1295,BUD US,1310,Padrão,2,13794.276471622616,65.81,5141786.7582238875,5141786.759160152,1210,1,9204010396.520000000
2025-04-30,1295,CVRDA6,1256,Padrão,1,48165.27541983478,31.646508,1524262.7751724434,1524262.7738960048,1210,1,9204010396.520000000
2025-04-30,1295,DEXP3,392,Padrão,2,30428.551040344006,8.04,244645.5503643658,244645.5503643658,1210,1,9204010396.520000000
2025-04-30,1295,DI1F29,1657,Padrão,5,210.65919951007388,62942.23,0.0,13259359.78717896,1210,1,9204010396.520000000
